thread_root_id,root_time,thread_len,matched_post_count,join_coverage,matched_post_ids,matched_user_ids
12940484,202309192004,2,1,0.5,1608077,1168
12946542,202403092126,8,1,0.125,153431,379
12946656,202402292235,11,1,0.0909,25871,319
12949296,202308301442,29,1,0.0345,699779,319
12392349,202309172217,44,1,0.0227,65583,114
12952740,202309231721,5,1,0.2,426014,379
1178024,202402140150,87,1,0.0115,146400,379
2258210,202401251103,23,1,0.0435,25418,319
12953566,202312170115,31,1,0.0323,25791,319
12954996,202310162233,22,1,0.0455,46012,379
12958397,202310221649,14,1,0.0714,175934,114
12958409,202310112039,51,1,0.0196,331799,4890
12958489,202403152018,33,1,0.0303,566010,8643
12958494,202403121923,32,1,0.0312,566010,8643
10485505,202403031949,16,1,0.0625,566010,8643
12961401,202402290718,16,1,0.0625,425981,379
2179023,202312300755,10,1,0.1,147907,319
12962972,202312291753,7,1,0.1429,147907,319
12963679,202311220824,9,1,0.1111,147907,319
12967789,202403021722,4,1,0.25,175937,114
12969172,202308290810,21,1,0.0476,1235530,83528
12969493,202311172115,9,1,0.1111,1619,319
12970958,202401222129,9,1,0.1111,855613,83284
12975899,202309011314,2,1,0.5,425687,379
12976974,202308051619,6,1,0.1667,848699,83528
12993948,202312222101,53,1,0.0189,175934,114
6930766,202309020246,17,1,0.0588,175873,114
13000224,202310101507,4,1,0.25,25461,319
13002285,202310011349,53,1,0.0189,143021,114
13008004,202309121836,6,1,0.1667,175797,114
13011178,202311211703,3,1,0.3333,17829,9487
12890900,202308201548,25,1,0.04,17829,9487
13018192,202312161406,10,1,0.1,25736,319
13018672,202308311932,8,1,0.125,25791,319
13018853,202307290544,5,1,0.2,160418,114
13024388,202401230402,3,1,0.3333,25871,319
13027746,202308030015,39,1,0.0256,702926,379
13028001,202402201953,6,1,0.1667,156764,379
1794715,202311212037,6,1,0.1667,159588,626
578321,202403111503,31,1,0.0323,275802,626
13037314,202308072016,36,1,0.0278,175880,114
13039015,202401111525,15,1,0.0667,17829,9487
13040683,202402050957,24,1,0.0417,17829,9487
13042027,202312221832,27,1,0.037,2442115,319
13042332,202312180834,12,1,0.0833,1619,319
661489,202402290412,41,1,0.0244,86058,9
13062309,202403020306,58,1,0.0172,936491,6776
13063035,202312081712,37,1,0.027,100448,319
13068144,202401311232,4,1,0.25,604028,319
5225248,202403161853,33,1,0.0303,2077225,319
13074323,202401020518,20,1,0.05,93078,379
13085961,202401270637,21,1,0.0476,175913,114
13086484,202402130737,3,1,0.3333,705814,379
13096260,202304261528,45,1,0.0222,441792,12030
13096869,202402182211,3,1,0.3333,138252,114
13097523,202309072045,3,1,0.3333,138252,114
12184325,202307240016,13,1,0.0769,570676,319
13097755,202307140023,2,1,0.5,138252,114
13097806,202306260215,4,1,0.25,138252,114
13097890,202306220314,13,1,0.0769,138252,114
6444757,202402220810,5,1,0.2,25871,319
13100382,202401140448,13,1,0.0769,53521,319
13100431,202401041353,18,1,0.0556,53521,319
13102923,202309091650,22,1,0.0455,175797,114
13104264,202310020807,20,1,0.05,159588,626
13104277,202310021912,19,1,0.0526,159588,626
1415277,202403171808,28,1,0.0357,604028,319
1599206,202402180827,42,1,0.0238,160041,379
13105169,202402081327,5,1,0.2,936491,6776
9464219,202310031443,24,1,0.0417,213672,319
13115760,202310040615,20,1,0.05,127576,379
13117824,202311042116,52,1,0.0192,1235554,83528
13120928,202309170733,45,1,0.0222,705995,379
13125997,202311251419,5,1,0.2,151736,379
13126466,202308231036,3,1,0.3333,151736,379
13126690,202309270334,7,1,0.1429,25791,319
3271667,202403171913,6,1,0.1667,3053864,319
13129360,202402211004,8,1,0.125,151736,379
3065245,202402101139,53,1,0.0189,175913,114
13130941,202401310739,21,1,0.0476,17829,9487
13131741,202401201904,9,1,0.1111,17829,9487
11453719,202401192301,28,1,0.0357,1619,319
13132060,202401161744,17,1,0.0588,17829,9487
13132742,202401081658,11,1,0.0909,151736,379
13133883,202312131544,11,1,0.0909,151736,379
13134372,202312030013,4,1,0.25,17829,9487
13135383,202311161050,4,1,0.25,175912,114
13137000,202310061335,10,1,0.1,151736,379
13137277,202310010751,7,1,0.1429,1384750,4887
13138208,202308272208,7,1,0.1429,17829,9487
13146271,202401100856,6,1,0.1667,98727,379
13151625,202402110935,23,1,0.0435,701431,379
1684444,202310211726,24,1,0.0417,275802,626
13157740,202402261744,10,1,0.1,160041,379
13158628,202402091501,5,1,0.2,160041,379
13158645,202402081533,3,1,0.3333,160041,379
13158984,202401310803,18,1,0.0556,17829,9487
13159038,202401291738,5,1,0.2,160041,379
13159210,202401241534,9,1,0.1111,160041,379
13159262,202401260804,27,1,0.037,17829,9487
13160022,202401160654,9,1,0.1111,160041,379
13160214,202401121640,5,1,0.2,160041,379
13162250,202312141718,4,1,0.25,160041,379
13162495,202312110709,11,1,0.0909,160041,379
13162755,202312061813,5,1,0.2,160041,379
13162859,202312051701,5,1,0.2,160041,379
13162985,202312030918,4,1,0.25,160041,379
13163414,202311281707,7,1,0.1429,160041,379
13163763,202311211752,8,1,0.125,160041,379
13163949,202311191752,27,1,0.037,160041,379
13164084,202311181522,14,1,0.0714,160041,379
13166638,202310061726,15,1,0.0667,17829,9487
13167168,202309302320,18,1,0.0556,98727,379
13168316,202402100447,2,1,0.5,392292,379
13168604,202304221904,3,1,0.3333,135131,6776
13168670,202304201544,5,1,0.2,135131,6776
13168769,202304191537,2,1,0.5,135131,6776
13169379,202403071344,13,1,0.0769,175861,114
13169428,202403061411,7,1,0.1429,175861,114
3861111,202401211501,33,1,0.0303,175861,114
13172310,202312131339,3,1,0.3333,175797,114
13172381,202312120056,8,1,0.125,175874,114
13172458,202312091740,4,1,0.25,175848,114
13172607,202312061302,5,1,0.2,175861,114
13172892,202311281355,4,1,0.25,175871,114
13173115,202311201830,3,1,0.3333,175861,114
13173252,202311170204,4,1,0.25,175895,114
13173665,202311052233,2,1,0.5,175890,114
13174117,202310250349,13,1,0.0769,671291,2486
13174526,202310161437,17,1,0.0588,65583,114
13174681,202310111614,6,1,0.1667,175861,114
13174688,202310111503,6,2,0.3333,"175798,175869",114
7659665,202310111256,7,1,0.1429,175798,114
13174754,202310091322,54,1,0.0185,175869,114
6184572,202310070440,15,1,0.0667,175861,114
13174916,202310040056,10,1,0.1,175861,114
13175359,202309211943,7,1,0.1429,175895,114
13175559,202309160101,8,1,0.125,175861,114
13175695,202309131412,24,1,0.0417,175797,114
5540649,202309122254,19,1,0.0526,175824,114
13175725,202309061629,21,3,0.1429,"175802,175824,175870",114
13175802,202309111502,6,1,0.1667,671291,2486
13175878,202309091929,2,1,0.5,175826,114
13175950,202309071351,7,1,0.1429,175861,114
12923806,202308241439,7,2,0.2857,"175798,175869",114
13176444,202308250000,12,2,0.1667,"175836,175870",114
13176833,202308152130,6,1,0.1667,175883,114
13176878,202308120123,9,3,0.3333,"175852,175859,175863",114
13176906,202308140201,2,1,0.5,175836,114
13176914,202308131922,3,1,0.3333,175861,114
5784667,202308121649,17,1,0.0588,175836,114
13177184,202308042122,12,1,0.0833,671291,2486
3105770,202308021251,8,1,0.125,175871,114
13177619,202307242340,5,1,0.2,175861,114
13178010,202307161316,3,1,0.3333,175871,114
13180931,202305081215,4,1,0.25,212512,17096
13181073,202305041740,25,1,0.04,175880,114
13181210,202305012203,37,1,0.027,93078,379
1570650,202310110053,10,1,0.1,153431,379
11050803,202312131046,5,1,0.2,175950,114
6604930,202309011749,18,1,0.0556,175861,114
13186752,202307302116,5,1,0.2,175861,114
10403078,202307290152,5,1,0.2,175880,114
75146,202403170435,10,1,0.1,853070,379
13190149,202308240305,7,1,0.1429,175894,114
10058140,202307020025,33,2,0.0606,"175894,175849",114
13227006,202402111205,7,1,0.1429,25871,319
13227118,202309280540,19,1,0.0526,231702,8923
13231837,202309151808,3,1,0.3333,25791,319
13233979,202304190249,4,1,0.25,135131,6776
222027,202306271710,33,1,0.0303,175871,114
11850055,202306231524,37,1,0.027,479706,379
13241582,202308240735,24,1,0.0417,17829,9487
13242553,202312052125,13,1,0.0769,853070,379
13242995,202311301406,13,1,0.0769,1619,319
13243043,202311160904,6,1,0.1667,1619,319
13243238,202310040924,5,1,0.2,1619,319
13248561,202312131958,8,1,0.125,124766,379
13252424,202401171819,4,1,0.25,161509,17627
11934729,202403160046,29,2,0.069,"181552,175861","114,1168"
8642585,202401172026,16,1,0.0625,153431,379
13257954,202401112200,5,1,0.2,181552,1168
8089722,202401052158,64,1,0.0156,181552,1168
13258582,202401011323,15,1,0.0667,275802,626
13259867,202312101537,25,1,0.04,175871,114
13260825,202311181351,16,1,0.0625,181552,1168
13260932,202311171119,4,1,0.25,181552,1168
13268077,202403060213,3,1,0.3333,331799,4890
1570366,202312091705,11,1,0.0909,853070,379
13280969,202310170811,12,1,0.0833,160010,379
3823129,202307271120,10,1,0.1,175880,114
514488,202307252012,37,1,0.027,702926,379
13283481,202304200447,8,1,0.125,594253,379
4692326,202401221631,7,1,0.1429,198272,4890
13284043,202401201157,24,1,0.0417,175937,114
13284232,202312091901,3,1,0.3333,699769,379
2328113,202311122324,8,1,0.125,175928,114
1498085,202311100345,20,1,0.05,853070,379
2611347,202310051650,22,1,0.0455,198272,4890
13291384,202312041401,11,1,0.0909,175961,114
13291693,202311151318,9,1,0.1111,1619,319
1599258,202402152015,24,1,0.0417,304272,379
4496058,202401161908,28,1,0.0357,304272,379
153628,202312020751,20,1,0.05,275802,626
13303446,202308010406,2,1,0.5,879805,319
13303449,202307270338,2,1,0.5,879805,319
13305512,202402260016,3,1,0.3333,275802,626
558062,202402200229,63,1,0.0159,153431,379
13306679,202402050638,2,1,0.5,138252,114
13307252,202401221831,18,1,0.0556,65583,114
8702377,202401130155,15,1,0.0667,146400,379
13308340,202312160444,4,1,0.25,138252,114
13308576,202312090135,4,1,0.25,138252,114
13308889,202311250212,5,1,0.2,138252,114
13309098,202311140157,5,1,0.2,138252,114
13314636,202306140802,25,1,0.04,331799,4890
13317988,202307240041,6,1,0.1667,570676,319
13319197,202312191914,3,1,0.3333,275802,626
13324044,202402121519,2,1,0.5,151736,379
13324156,202402031912,16,1,0.0625,304272,379
13328110,202311032211,8,1,0.125,25871,319
2457887,202312060905,13,1,0.0769,25736,319
227466,202310230204,22,1,0.0455,25736,319
338832,202310161738,15,1,0.0667,25736,319
10119898,202310130232,11,1,0.0909,25736,319
13329484,202309011549,6,1,0.1667,198272,4890
13329673,202308231652,9,1,0.1111,25736,319
13332374,202310252224,14,1,0.0714,132820,319
163803,202308301642,72,1,0.0139,161509,17627
3622130,202311061754,9,1,0.1111,198272,4890
13338744,202312242136,13,1,0.0769,198272,4890
13338763,202309230818,5,1,0.2,25418,319
13338781,202308181623,14,1,0.0714,198272,4890
13343645,202308242014,6,1,0.1667,17829,9487
13345911,202309272150,12,1,0.0833,198272,4890
13346633,202304202338,11,1,0.0909,135131,6776
5046112,202403172128,74,1,0.0135,153431,379
13351154,202312191640,39,1,0.0256,566596,8643
13353249,202311081631,33,1,0.0303,1384539,4887
13353388,202309301344,6,1,0.1667,159588,626
5536968,202311190043,8,1,0.125,855613,83284
13356074,202309280015,4,1,0.25,175953,114
13360024,202309140502,24,1,0.0417,1619,319
12890464,202309050908,42,1,0.0238,1619,319
6576740,202309030638,22,1,0.0455,157526,16202
13361796,202307081820,14,1,0.0714,275802,626
13361962,202306221516,21,1,0.0476,138252,114
13365865,202403022235,8,1,0.125,146400,379
3198627,202403011845,12,1,0.0833,146400,379
4764254,202402152153,30,1,0.0333,146400,379
8009432,202402062350,38,1,0.0263,146400,379
13367072,202402060029,20,1,0.05,146400,379
852121,202401280325,9,1,0.1111,146400,379
13367556,202401251752,21,1,0.0476,181552,1168
13368038,202401150220,19,1,0.0526,146400,379
3678780,202311242129,25,1,0.04,1235530,83528
3994303,202311152314,38,1,0.0263,146400,379
157481,202311142013,21,1,0.0476,146400,379
3203323,202310182032,13,1,0.0769,181552,1168
7729936,202310121910,15,1,0.0667,146400,379
13373002,202308160245,33,1,0.0303,184579,319
1009545,202308120227,51,1,0.0196,146400,379
13377732,202309082137,16,1,0.0625,198272,4890
4923682,202401081815,12,1,0.0833,98207,9
13382088,202312310746,5,1,0.2,98207,9
13385818,202310181926,9,1,0.1111,816846,379
8807870,202308290807,73,1,0.0137,25791,319
13391609,202401181512,12,1,0.0833,198272,4890
13392292,202311080359,5,1,0.2,25871,319
5440568,202311072053,19,1,0.0526,25871,319
13392434,202310191233,7,1,0.1429,26175,319
1950674,202403170415,11,1,0.0909,164143,379
13397362,202403170035,27,1,0.037,164143,379
8957032,202403130531,20,1,0.05,164143,379
13397545,202403131954,6,1,0.1667,164143,379
13397574,202403130536,10,1,0.1,164143,379
9543787,202403130459,26,1,0.0385,164143,379
13397589,202403130406,2,1,0.5,164143,379
8095927,202403110759,16,1,0.0625,164143,379
8096370,202402230512,9,2,0.2222,"164143,164433","379,8923"
13398133,202402231902,4,1,0.25,164143,379
7438047,202402190312,10,1,0.1,164143,379
9547998,202402151845,23,1,0.0435,164143,379
13398455,202402150151,15,1,0.0667,164143,379
8882815,202402142204,8,1,0.125,164143,379
13398488,202402141800,2,1,0.5,164143,379
9548850,202402090526,8,1,0.125,164143,379
13398815,202402070619,5,1,0.2,163591,379
13398855,202402060652,5,1,0.2,2668530,379
13399089,202402031849,10,1,0.1,164143,379
13399116,202402032107,19,1,0.0526,164143,379
13399128,202402031434,28,1,0.0357,164143,379
9549793,202402010408,38,1,0.0263,164143,379
13399267,202401301717,9,1,0.1111,164143,379
9550705,202401242216,14,1,0.0714,164143,379
13399646,202401211908,5,1,0.2,164143,379
9551083,202401202014,41,1,0.0244,164143,379
13399838,202401172154,17,1,0.0588,164433,8923
11390698,202401170631,11,1,0.0909,164433,8923
13399860,202401170009,19,1,0.0526,164143,379
13400834,202312260700,20,1,0.05,164433,8923
13400935,202312250736,6,1,0.1667,164433,8923
13401333,202312180001,13,1,0.0769,164143,379
13401343,202312070831,6,1,0.1667,163591,379
13401455,202312140216,17,1,0.0588,164143,379
13401550,202312130232,6,1,0.1667,164143,379
9042918,202312090706,30,1,0.0333,164143,379
13401967,202312042023,5,1,0.2,164433,8923
13402010,202312040410,33,1,0.0303,164143,379
13402122,202312010533,53,1,0.0189,164143,379
13402226,202311301948,10,1,0.1,164143,379
13402701,202311250517,11,1,0.0909,164433,8923
13403848,202311100622,8,1,0.125,164433,8923
13404263,202311050226,8,1,0.125,175890,114
6192013,202310272108,15,1,0.0667,65583,114
13405376,202310251747,2,1,0.5,164143,379
13405491,202310241945,5,1,0.2,164433,8923
13405846,202310180329,4,1,0.25,175890,114
13406253,202310110230,7,1,0.1429,164433,8923
13406904,202309260631,16,1,0.0625,164433,8923
13407034,202309240138,4,1,0.25,231702,8923
8304499,202309220700,44,1,0.0227,164143,379
13407953,202309020451,16,1,0.0625,164433,8923
13408014,202308301437,10,1,0.1,164433,8923
4768139,202402291745,23,1,0.0435,153431,379
13409309,202402282357,20,1,0.05,683376,12030
13409564,202402122337,7,1,0.1429,855613,83284
13411056,202311070226,7,1,0.1429,175890,114
2769391,202310161604,8,1,0.125,86554,319
2293215,202403171729,8,1,0.125,198272,4890
13431329,202311242320,6,1,0.1667,25919,319
3090176,202311181616,16,1,0.0625,25978,319
4692895,202310281635,8,1,0.125,198272,4890
10928987,202310251749,3,1,0.3333,198272,4890
13442822,202309221620,6,1,0.1667,25791,319
13449253,202309301541,3,1,0.3333,212160,17096
8522357,202312310807,4,1,0.25,1619,319
13453055,202310301950,15,1,0.0667,304272,379
13460517,202312190928,5,1,0.2,160010,379
13460579,202311121028,5,1,0.2,160010,379
13460602,202310290735,18,1,0.0556,160010,379
1023569,202403131442,4,1,0.25,93316,12030
3940846,202310130258,8,1,0.125,1384640,4887
13467385,202402120454,28,1,0.0357,198272,4890
13467649,202312092317,9,1,0.1111,855613,83284
4299830,202308111427,12,1,0.0833,25736,319
13469456,202309061843,8,1,0.125,25736,319
13484544,202401271526,6,1,0.1667,17829,9487
13487734,202311241907,11,1,0.0909,125910,379
13497788,202312132326,5,1,0.2,175861,114
12290491,202403071632,9,1,0.1111,65902,319
13509784,202403051407,14,1,0.0714,25871,319
13509894,202403011901,4,1,0.25,153431,379
13511710,202312131716,11,1,0.0909,855613,83284
388005,202311290552,14,1,0.0714,25871,319
5077667,202310221754,5,1,0.2,138252,114
13515389,202309201356,22,1,0.0455,25791,319
13518718,202402260124,15,1,0.0667,881050,319
13518775,202402140519,19,1,0.0526,881050,319
13524690,202311250858,60,1,0.0167,98207,9
10145069,202311030844,18,1,0.0556,604028,319
4057762,202312112331,26,1,0.0385,175870,114
13532962,202308232127,4,1,0.25,331799,4890
13533834,202310161938,6,1,0.1667,149408,319
12058692,202401251741,22,1,0.0455,213672,319
13545404,202312311018,12,1,0.0833,100448,319
13545856,202312010951,3,1,0.3333,100448,319
13552719,202403110215,5,1,0.2,53521,319
13552725,202401311801,4,1,0.25,53521,319
13552739,202402251828,6,1,0.1667,53521,319
13552744,202401300157,5,1,0.2,53521,319
13552750,202401241658,8,1,0.125,53521,319
12540436,202401240052,4,1,0.25,53521,319
4303401,202401222317,38,1,0.0263,53521,319
917721,202401191805,12,1,0.0833,53521,319
3345174,202401160526,3,1,0.3333,53521,319
13552796,202401150041,7,1,0.1429,53521,319
13552800,202401141531,2,1,0.5,53521,319
13552802,202401140537,6,1,0.1667,53521,319
13552806,202401070412,5,1,0.2,53521,319
13552808,202401062010,12,1,0.0833,53521,319
13552812,202401020140,3,1,0.3333,53521,319
13552814,202401021518,11,1,0.0909,53521,319
12507975,202312122102,26,1,0.0385,53521,319
13552832,202312151528,5,1,0.2,53521,319
13552834,202312132334,4,1,0.25,53521,319
13552840,202312110213,5,1,0.2,53521,319
13552844,202312101339,13,1,0.0769,53521,319
12508863,202312071501,3,2,0.6667,"53521,124766","319,379"
13552852,202312061043,9,1,0.1111,53521,319
1414684,202312060014,2,1,0.5,53521,319
13552857,202312051846,10,1,0.1,53521,319
1414686,202312031313,23,1,0.0435,53521,319
13552863,202312022256,4,1,0.25,53521,319
13552865,202312022111,9,1,0.1111,53521,319
13552869,202311240034,20,1,0.05,53521,319
13552874,202311141306,4,1,0.25,53521,319
13552877,202311142127,4,1,0.25,53521,319
13552880,202311141806,18,1,0.0556,53521,319
13552883,202311142106,4,1,0.25,53521,319
13552888,202311100053,3,1,0.3333,53521,319
13552898,202311062214,2,1,0.5,53521,319
8605664,202311060349,7,1,0.1429,53521,319
13552902,202311042017,13,1,0.0769,53521,319
13552907,202311041734,4,1,0.25,53521,319
13552912,202311010151,2,1,0.5,53521,319
13552915,202311010201,2,1,0.5,53521,319
13552925,202310281909,10,1,0.1,53521,319
13552928,202310271822,12,1,0.0833,53521,319
13552934,202310221948,17,1,0.0588,53521,319
13552941,202310211458,2,1,0.5,53521,319
13552949,202310181709,13,1,0.0769,53521,319
13552954,202310181235,6,1,0.1667,53521,319
13552963,202310161850,4,1,0.25,53521,319
13552966,202310161545,4,1,0.25,53521,319
13552971,202310131806,4,1,0.25,53521,319
12510222,202310111847,5,1,0.2,53521,319
13552980,202310131946,6,1,0.1667,53521,319
2337100,202310131852,14,1,0.0714,53521,319
13552986,202310131155,12,1,0.0833,53521,319
13552988,202310131218,2,1,0.5,53521,319
13552994,202310121443,5,1,0.2,53521,319
13552998,202310112214,6,1,0.1667,53521,319
13553004,202310041220,4,1,0.25,53521,319
7621855,202310091816,6,1,0.1667,53521,319
13553016,202310060449,5,2,0.4,"53521,124766","319,379"
13553019,202310060135,7,1,0.1429,53521,319
13553025,202310021906,2,1,0.5,53521,319
3947374,202309302330,12,1,0.0833,53521,319
13553037,202308291527,7,1,0.1429,53521,319
13553042,202308291444,8,1,0.125,53521,319
5809903,202308161236,22,1,0.0455,53521,319
13553049,202308172016,18,1,0.0556,53521,319
13553053,202308111429,8,1,0.125,53521,319
13553056,202308091219,3,1,0.3333,53521,319
13553062,202307262127,2,1,0.5,53521,319
13553064,202307242138,6,1,0.1667,53521,319
13553070,202307021714,36,1,0.0278,53521,319
13553073,202307031656,9,1,0.1111,53521,319
13553075,202307032003,2,1,0.5,53521,319
13553078,202307031924,6,1,0.1667,53521,319
13553088,202307031705,6,1,0.1667,53521,319
13555838,202401020038,15,1,0.0667,275802,626
12643426,202401012332,8,1,0.125,93078,379
6676806,202312082110,45,1,0.0222,181552,1168
4078610,202312030108,24,1,0.0417,275802,626
13558057,202310260454,25,1,0.04,275802,626
1565488,202308161340,34,1,0.0294,146400,379
13561699,202402291714,47,1,0.0213,698249,379
3820412,202308161510,23,1,0.0435,198272,4890
13567911,202310112017,15,1,0.0667,142889,16199
13570278,202402281356,44,1,0.0227,138252,114
13570298,202402160623,14,1,0.0714,153431,379
12577861,202309150143,10,1,0.1,243289,6776
13573948,202309121311,17,1,0.0588,243289,6776
13578234,202309051131,5,1,0.2,493202,319
2610253,202310261548,22,1,0.0455,198272,4890
13578988,202309070919,3,1,0.3333,198272,4890
434387,202308170721,10,1,0.1,198272,4890
13584035,202310031724,13,1,0.0769,943263,319
13584252,202310010651,6,1,0.1667,161072,319
2441157,202312211047,89,1,0.0112,175836,114
13615411,202309031119,3,1,0.3333,161509,17627
9243521,202402111119,21,1,0.0476,698249,379
2272576,202311050300,15,1,0.0667,198272,4890
13630841,202310011907,6,1,0.1667,118661,319
13631126,202402221437,24,1,0.0417,699779,319
13637366,202402232121,6,1,0.1667,146763,16202
13637378,202402221543,3,1,0.3333,146763,16202
13640090,202307200952,2,1,0.5,493202,319
13642516,202309221947,6,1,0.1667,25791,319
13643168,202308051543,14,1,0.0714,331799,4890
11883859,202307080225,31,1,0.0323,175873,114
254303,202308241300,4,1,0.25,175944,114
13657547,202312301746,7,1,0.1429,17829,9487
13672344,202308212133,6,1,0.1667,102256,379
13672811,202403170730,33,1,0.0303,2642456,319
13672857,202403150530,31,1,0.0323,2642456,319
13672895,202403121930,23,1,0.0435,2642456,319
13673081,202403040530,29,1,0.0345,2642456,319
13673197,202403010530,29,1,0.0345,2642456,319
13673222,202402261930,25,1,0.04,2642456,319
13673256,202402251930,21,1,0.0476,2642456,319
13673290,202402240530,27,1,0.037,2642456,319
13673300,202402231930,29,1,0.0345,2642456,319
13673342,202402210530,32,1,0.0312,2642456,319
13674114,202401102111,70,1,0.0143,98207,9
846708,202401091750,41,1,0.0244,98207,9
1542096,202311240919,37,1,0.027,98207,9
13679768,202311171729,12,1,0.0833,146400,379
12547945,202311241556,12,1,0.0833,65902,319
149082,202312190024,41,1,0.0244,153431,379
13689485,202403160153,4,1,0.25,1235511,83528
13689491,202403030008,2,1,0.5,1235511,83528
13689494,202402291747,2,1,0.5,1235511,83528
13689497,202402251146,2,1,0.5,1235511,83528
13689500,202402242048,2,1,0.5,1235511,83528
13689507,202402171547,3,1,0.3333,1235511,83528
13689511,202402172225,2,1,0.5,1235511,83528
13689515,202402171815,2,1,0.5,1235511,83528
13689518,202402171552,15,1,0.0667,1235511,83528
13689528,202402171542,2,1,0.5,1235511,83528
13689532,202402160335,2,1,0.5,1235511,83528
13689534,202402151813,3,1,0.3333,1235511,83528
13689539,202402152239,2,1,0.5,1235511,83528
13689549,202402122059,3,1,0.3333,1235511,83528
13689558,202402111754,2,1,0.5,1235511,83528
13689561,202402091544,3,1,0.3333,1235511,83528
13689585,202402092011,2,1,0.5,1235511,83528
13689588,202402101032,2,1,0.5,1235511,83528
13689604,202402091215,2,1,0.5,1235511,83528
13692725,202402081502,16,1,0.0625,1017816,4887
13697909,202311281301,9,1,0.1111,175913,114
13698379,202401230337,2,1,0.5,175894,114
13698497,202401071927,12,1,0.0833,65583,114
13698510,202401060549,12,1,0.0833,175874,114
13698743,202312050040,18,1,0.0556,175861,114
4822864,202310232011,51,1,0.0196,175870,114
13699046,202310060226,3,1,0.3333,175824,114
13699249,202309012206,4,1,0.25,175824,114
13699309,202308210023,6,1,0.1667,175824,114
13699352,202308130352,19,1,0.0526,25871,319
13700250,202310220800,10,1,0.1,160010,379
13702733,202402282040,24,1,0.0417,154192,319
13706536,202308161312,2,1,0.5,2077921,9
77250,202403152006,44,1,0.0227,853070,379
13712652,202310310911,73,1,0.0137,578960,319
13713785,202402040433,15,1,0.0667,856540,9487
13714492,202311281933,21,1,0.0476,198272,4890
13715448,202308180139,12,1,0.0833,198272,4890
8504402,202308142317,11,1,0.0909,198272,4890
13717601,202403102110,16,1,0.0625,2077225,319
13718078,202402230918,20,1,0.05,17829,9487
13718322,202402091823,25,1,0.04,17829,9487
13718550,202402021145,8,1,0.125,17829,9487
13718755,202401272118,11,1,0.0909,17829,9487
13719778,202312271729,9,1,0.1111,1619,319
1231636,202312091114,27,1,0.037,213672,319
1107155,202311111055,45,1,0.0222,175913,114
5178516,202311040847,14,1,0.0714,1619,319
13722179,202310151658,5,1,0.2,17829,9487
13722205,202310151825,9,1,0.1111,17829,9487
13723191,202309282102,14,1,0.0714,159588,626
13723579,202309171647,8,1,0.125,1619,319
13723636,202309161902,6,1,0.1667,17829,9487
13724140,202309090830,9,1,0.1111,98207,9
13724666,202309031006,11,1,0.0909,157526,16202
13724826,202309011504,27,1,0.037,1619,319
13726456,202311211836,2,1,0.5,175934,114
13726482,202311201022,3,1,0.3333,175934,114
13726492,202311140945,60,1,0.0167,175934,114
13726506,202311131956,5,1,0.2,175934,114
13726569,202311020749,36,1,0.0278,175934,114
13726645,202310062330,2,1,0.5,175934,114
13731883,202402151306,2,1,0.5,154192,319
13732192,202402090148,7,1,0.1429,154192,319
13733033,202401232111,2,1,0.5,154192,319
13733133,202401211321,2,1,0.5,154192,319
13734381,202312191510,2,1,0.5,154192,319
2127346,202309170047,42,1,0.0238,331799,4890
13747897,202309290637,10,1,0.1,17829,9487
13748711,202312261302,15,1,0.0667,331799,4890
13750122,202402271944,13,1,0.0769,855613,83284
13750390,202311210130,62,1,0.0161,853070,379
13750443,202310261505,11,1,0.0909,855613,83284
1027734,202310142206,55,1,0.0182,251400,379
13750595,202310121746,6,1,0.1667,855613,83284
13750693,202310071655,6,1,0.1667,855613,83284
11068572,202401011301,8,1,0.125,98207,9
12064911,202309191549,43,1,0.0233,1619,319
13758027,202403061725,26,1,0.0385,160041,379
13760140,202402200745,2,1,0.5,151736,379
13760243,202401021720,2,1,0.5,151736,379
13760322,202312040932,2,1,0.5,151736,379
13760347,202311272201,5,1,0.2,151736,379
13760397,202311141956,6,1,0.1667,151736,379
13760414,202311081831,2,1,0.5,151736,379
13760427,202311060603,7,1,0.1429,151736,379
13760442,202311010756,2,1,0.5,151736,379
13760449,202310301818,5,1,0.2,151736,379
13760451,202310310010,3,1,0.3333,151736,379
13760521,202310080746,3,1,0.3333,151736,379
13771963,202401222018,28,1,0.0357,1619,319
13773119,202310232024,3,1,0.3333,17829,9487
13774613,202307241348,17,1,0.0588,25461,319
2770231,202307031606,39,1,0.0256,313450,9
13778077,202305201713,10,1,0.1,313450,9
9226814,202310230314,31,1,0.0323,868061,319
13785927,202310192222,6,1,0.1667,146400,379
13787656,202309160354,8,1,0.125,181552,1168
13789412,202308040135,15,1,0.0667,175873,114
13794699,202307022204,11,1,0.0909,331799,4890
13795932,202312221219,8,1,0.125,173813,319
13798567,202401310657,2,1,0.5,151736,379
13798839,202311101157,5,1,0.2,151736,379
13798880,202311070757,4,1,0.25,151736,379
13798907,202311041240,3,1,0.3333,151736,379
13802549,202402262005,19,1,0.0526,704202,379
13803480,202402101144,9,1,0.1111,175913,114
13803945,202402052117,59,1,0.0169,304272,379
13804890,202401230621,9,1,0.1111,151736,379
1060708,202401171440,62,1,0.0161,147129,379
13806441,202312251353,3,1,0.3333,175913,114
13806443,202312252251,3,1,0.3333,175913,114
1789790,202312181303,69,1,0.0145,147129,379
13806863,202312181332,5,1,0.2,147129,379
